"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3.238168375E0	-1.860181732E0	2.067201233E-1	9.696535950E0	9.875516124E0
3.248132375E0	-1.904639282E0	2.043251038E-1	9.591005402E0	9.780428628E0
3.258095375E0	-1.793869629E0	1.844165039E-1	9.646689606E0	9.813796311E0
3.268059375E0	-1.989063721E0	2.591111755E-1	9.646240540E0	9.852586951E0
3.278023375E0	-1.754052429E0	2.077679443E-1	9.651030579E0	9.811333175E0
3.287986375E0	-1.996847534E0	2.481838989E-1	9.567055206E0	9.776376662E0
3.297950375E0	-1.712139587E0	1.871109009E-1	9.588161316E0	9.741625628E0
3.307913375E0	-2.085014191E0	2.588117981E-1	9.690997467E0	9.916133300E0
3.317877375E0	-1.660496979E0	1.913021851E-1	9.543554077E0	9.688821970E0
3.327841375E0	-2.069745941E0	1.935475159E-1	9.708810425E0	9.928862411E0
3.337804375E0	-1.724114685E0	2.103126526E-1	9.596693573E0	9.752606338E0
3.347768375E0	-1.973346405E0	2.083666992E-1	9.714348907E0	9.914942633E0
3.357731375E0	-1.844165039E0	2.317181396E-1	9.531129913E0	9.710668124E0
3.367695375E0	-1.885329437E0	2.164498901E-1	9.665700073E0	9.850232259E0
3.377659375E0	-1.915117493E0	2.610571289E-1	9.575886841E0	9.769003768E0
3.387622375E0	-1.810485077E0	1.749861145E-1	9.599387970E0	9.770195789E0
3.397586375E0	-1.969304810E0	2.287243652E-1	9.541458435E0	9.745250399E0
3.407549375E0	-1.754800873E0	1.911524963E-1	9.592651978E0	9.753708902E0
3.417510000E0	-2.002386017E0	2.254312134E-1	9.599837036E0	9.809038695E0
3.427474000E0	-1.695973206E0	1.692979431E-1	9.580377502E0	9.730807777E0
3.437437000E0	-2.078577576E0	2.368075562E-1	9.739047546E0	9.961205232E0
3.447401000E0	-1.664239197E0	2.230361938E-1	9.574539642E0	9.720660811E0
3.457364000E0	-2.043999481E0	1.992356873E-1	9.681267700E0	9.896695055E0
3.467328000E0	-1.715283051E0	2.219883728E-1	9.470655670E0	9.627294200E0
3.477292000E0	-2.088157654E0	2.233355713E-1	9.751920776E0	9.975481943E0
3.487255000E0	-1.793270874E0	2.291734314E-1	9.495953064E0	9.666512581E0
3.497219000E0	-1.948498077E0	1.990859985E-1	9.672136688E0	9.868460270E0
3.507182000E0	-1.824555817E0	2.062710571E-1	9.580078125E0	9.754457881E0
3.517146000E0	-1.823657684E0	1.980381775E-1	9.688602448E0	9.860728363E0
3.527110000E0	-1.939666443E0	2.415975952E-1	9.565857697E0	9.763519282E0
3.537073000E0	-1.759740601E0	1.755848694E-1	9.639354858E0	9.800238727E0
3.547037000E0	-2.004631348E0	2.338137817E-1	9.605076141E0	9.814820600E0
3.557000000E0	-1.694626007E0	1.908531189E-1	9.569300537E0	9.720066614E0
3.566964000E0	-2.093097382E0	2.272274780E-1	9.597292328E0	9.825513167E0
3.576928000E0	-1.689686279E0	1.862127686E-1	9.546098785E0	9.696273353E0
3.586891000E0	-2.086511078E0	2.484832764E-1	9.644144897E0	9.870400358E0
3.596855000E0	-1.650318146E0	1.895059204E-1	9.532477112E0	9.676134681E0
3.606818000E0	-2.099833374E0	2.342628479E-1	9.715247040E0	9.942344006E0
3.616782000E0	-1.684147797E0	2.170486450E-1	9.508826294E0	9.659256773E0
3.626746000E0	-2.026186523E0	2.079176331E-1	9.670490112E0	9.882663638E0
3.636709000E0	-1.729054413E0	1.919009399E-1	9.444909210E0	9.603789102E0
3.646673000E0	-1.941462708E0	2.022294617E-1	9.689350891E0	9.884012085E0
3.656636000E0	-1.888622589E0	2.327659607E-1	9.604178009E0	9.790878944E0
3.666600000E0	-1.824256439E0	1.923500061E-1	9.633666687E0	9.806755015E0
3.676564000E0	-1.940414886E0	2.583627319E-1	9.596843262E0	9.794455668E0
3.686527000E0	-1.750160522E0	1.835183716E-1	9.604926453E0	9.764801739E0
3.696491000E0	-2.029928741E0	2.338137817E-1	9.553283844E0	9.769365987E0
3.706454000E0	-1.701212311E0	2.002835083E-1	9.490264893E0	9.643617814E0
3.716418000E0	-2.079924774E0	2.263293457E-1	9.688752136E0	9.912074959E0
3.726382000E0	-1.637295227E0	1.845661926E-1	9.516161041E0	9.657749288E0
3.736345000E0	-2.093247070E0	2.314187622E-1	9.718091125E0	9.943667988E0
3.746309000E0	-1.672472076E0	1.977388000E-1	9.467362518E0	9.615987548E0
3.756272000E0	-2.072590027E0	2.429447937E-1	9.723629608E0	9.945030133E0
3.766236000E0	-1.673070831E0	2.020797729E-1	9.391470337E0	9.541473541E0
3.776200000E0	-2.018552399E0	1.920506287E-1	9.683213654E0	9.893233237E0
3.786163000E0	-1.798809357E0	2.342628479E-1	9.456584930E0	9.628997494E0
3.796127000E0	-1.863774261E0	1.914518738E-1	9.623487854E0	9.804173948E0
3.806090000E0	-1.850302277E0	2.230361938E-1	9.502988434E0	9.684015326E0
3.816054000E0	-1.826651459E0	1.951940918E-1	9.638756104E0	9.812256392E0
3.826018000E0	-1.970951385E0	2.574645996E-1	9.600735168E0	9.804338487E0
3.835981000E0	-1.766626282E0	1.878593445E-1	9.553882599E0	9.717660843E0
3.845945000E0	-1.987417145E0	2.526745605E-1	9.625433807E0	9.831716398E0
3.855908000E0	-1.641486511E0	1.851649475E-1	9.532926178E0	9.674990726E0
3.865872000E0	-2.122586060E0	2.351609802E-1	9.635612640E0	9.869432771E0
3.875836000E0	-1.675914917E0	2.140548706E-1	9.435179443E0	9.585255418E0
3.885799000E0	-2.080224152E0	2.203417969E-1	9.700876923E0	9.923854901E0
3.895763000E0	-1.645977173E0	2.115101624E-1	9.489965515E0	9.633972331E0
3.905726000E0	-1.984423370E0	2.020797729E-1	9.730814667E0	9.933152895E0
3.915690000E0	-1.766177216E0	2.146536255E-1	9.469907227E0	9.635590330E0
3.925654000E0	-1.924398193E0	2.200424194E-1	9.659562836E0	9.851846591E0
3.935617000E0	-1.770518188E0	2.278262329E-1	9.444310455E0	9.611536788E0
3.945581000E0	-1.879192200E0	1.824705505E-1	9.622140656E0	9.805623367E0
3.955544000E0	-1.941163330E0	2.448907471E-1	9.522747345E0	9.721666706E0
3.965508000E0	-1.760489044E0	1.904040527E-1	9.605225830E0	9.767084449E0
3.975472000E0	-2.022743683E0	2.396516418E-1	9.528136139E0	9.743423587E0
3.985435000E0	-1.651515656E0	1.698966980E-1	9.579928436E0	9.722725837E0
3.995399000E0	-2.093546448E0	2.510279846E-1	9.636361084E0	9.864350294E0
4.005362000E0	-1.627715149E0	1.986369324E-1	9.526938629E0	9.667030200E0
4.015326000E0	-2.105521545E0	2.288740540E-1	9.660311279E0	9.889753198E0
4.025290000E0	-1.590442657E0	2.050735474E-1	9.409432983E0	9.545103042E0
4.035253000E0	-2.106419678E0	2.305206299E-1	9.689500580E0	9.918496111E0
4.045217000E0	-1.662143555E0	1.996847534E-1	9.398056641E0	9.545997267E0
4.055180000E0	-2.054777069E0	2.136058044E-1	9.670340424E0	9.888539839E0
4.065144000E0	-1.699266357E0	2.387535095E-1	9.513466644E0	9.666982827E0
4.075108000E0	-1.880988464E0	1.908531189E-1	9.693093109E0	9.875758023E0
4.085071000E0	-1.805245972E0	2.683918762E-1	9.494755554E0	9.668574365E0
4.095035000E0	-1.847458191E0	1.628613281E-1	9.658515015E0	9.834965067E0
4.104999000E0	-1.996847534E0	2.730322266E-1	9.525890808E0	9.736762417E0
4.114962000E0	-1.723964996E0	1.775308228E-1	9.574839020E0	9.730422126E0
4.124926000E0	-2.088457031E0	2.574645996E-1	9.576036530E0	9.804510003E0
4.134889000E0	-1.644629974E0	1.984872437E-1	9.549391937E0	9.692011727E0
4.144853000E0	-2.079775085E0	2.616558838E-1	9.601483612E0	9.827635309E0
4.154817000E0	-1.576072540E0	1.942959595E-1	9.496851196E0	9.628703870E0
4.164780000E0	-2.080523529E0	2.643502808E-1	9.680668945E0	9.905241565E0
4.174744000E0	-1.621727600E0	2.231858826E-1	9.473350067E0	9.613749208E0
4.184707000E0	-2.067650299E0	2.186952209E-1	9.659862213E0	9.881090190E0
4.194671000E0	-1.672023010E0	2.143542480E-1	9.464668121E0	9.613612814E0
4.204635000E0	-1.960024109E0	2.086660767E-1	9.661059723E0	9.860086765E0
4.214598000E0	-1.827699280E0	2.568658447E-1	9.467811584E0	9.646031356E0
4.224562000E0	-1.887425079E0	1.818717957E-1	9.611662445E0	9.796913072E0
4.234525000E0	-1.943408661E0	2.841091919E-1	9.519005127E0	9.719517162E0
4.244489000E0	-1.713786163E0	1.950444031E-1	9.680219879E0	9.832688454E0
4.254453000E0	-2.045047302E0	2.522254944E-1	9.513316956E0	9.733911632E0
4.264416000E0	-1.620979156E0	1.892065430E-1	9.583820343E0	9.721778896E0
4.274380000E0	-2.138003998E0	2.498304749E-1	9.602381744E0	9.840691618E0
4.284343000E0	-1.532513123E0	1.639091492E-1	9.517807617E0	9.641790524E0
4.294307000E0	-2.202519836E0	2.522254944E-1	9.658814392E0	9.909965025E0
4.304271000E0	-1.540746002E0	2.191442871E-1	9.512269135E0	9.638733659E0
4.314234000E0	-2.164199524E0	2.650987244E-1	9.653275909E0	9.896452531E0
4.324198000E0	-1.551373901E0	2.194436646E-1	9.435628510E0	9.564831513E0
4.334161000E0	-2.111808472E0	2.103126526E-1	9.651928711E0	9.882494335E0
4.344125000E0	-1.704505463E0	2.664459229E-1	9.528285828E0	9.683210372E0
4.354089000E0	-1.967658234E0	1.817221069E-1	9.634115753E0	9.834677839E0
4.364052000E0	-1.832788696E0	2.429447937E-1	9.534123688E0	9.711727502E0
4.374016000E0	-1.832788696E0	1.890568542E-1	9.613009644E0	9.787993222E0
4.383979000E0	-1.992506561E0	2.891986084E-1	9.506730652E0	9.717594657E0
4.393943000E0	-1.745669861E0	2.119592285E-1	9.588311005E0	9.748230501E0
4.403907000E0	-2.062860260E0	2.559677124E-1	9.632918243E0	9.854644885E0
4.413870125E0	-1.597777405E0	1.957928467E-1	9.551337891E0	9.686035462E0
4.423834125E0	-2.105072479E0	2.435435486E-1	9.661059723E0	9.890739031E0
4.433797125E0	-1.587897949E0	1.980381775E-1	9.451495514E0	9.586000546E0
4.443761125E0	-2.143392792E0	2.393522644E-1	9.684860229E0	9.922093521E0
4.453725125E0	-1.609453125E0	1.992356873E-1	9.477541351E0	9.615291170E0
4.463688125E0	-2.134411469E0	2.436932373E-1	9.737999725E0	9.972148082E0
4.473652125E0	-1.678309937E0	2.764750671E-1	9.513017578E0	9.663884630E0
4.483616125E0	-1.999392242E0	2.432441711E-1	9.735904083E0	9.942060419E0
4.493579125E0	-1.768721924E0	2.396516418E-1	9.431287537E0	9.598697555E0
4.503543125E0	-1.935924225E0	2.047741699E-1	9.666448517E0	9.860525442E0
4.513506125E0	-1.947599945E0	2.734812927E-1	9.528285828E0	9.729140166E0
4.523470125E0	-1.780996399E0	2.014810181E-1	9.596394196E0	9.762342154E0
4.533434125E0	-1.984722748E0	2.718347168E-1	9.557026062E0	9.764720459E0
4.543397125E0	-1.688039703E0	2.058219910E-1	9.570947113E0	9.720847153E0
4.553361125E0	-2.107018433E0	2.746788025E-1	9.673034821E0	9.903664865E0
4.563324125E0	-1.589694214E0	1.996847534E-1	9.470955048E0	9.605518789E0
4.573288125E0	-2.150577850E0	2.564167786E-1	9.761201477E0	9.998589347E0
4.583252125E0	-1.587448883E0	2.145039368E-1	9.446555786E0	9.581410236E0
4.593215125E0	-2.109712830E0	2.556683350E-1	9.724228363E0	9.953736574E0
4.603179125E0	-1.719773712E0	2.092648315E-1	9.434730377E0	9.592473648E0
4.613142125E0	-2.050136719E0	2.278262329E-1	9.717642059E0	9.934159881E0
4.623106125E0	-1.748813324E0	2.630030823E-1	9.545200653E0	9.707645140E0
4.633070125E0	-1.907333679E0	2.070195007E-1	9.709558868E0	9.897288126E0
4.643033125E0	-1.920057220E0	2.821632385E-1	9.593699799E0	9.788018781E0
4.652997125E0	-1.774709473E0	2.031275940E-1	9.654473419E0	9.818335477E0
4.662960125E0	-2.037562866E0	2.417472839E-1	9.506281586E0	9.725198906E0
4.672924125E0	-1.670526123E0	1.965412903E-1	9.532776489E0	9.680036859E0
4.682888125E0	-2.105371857E0	2.406994629E-1	9.670190735E0	9.899652304E0
4.692851125E0	-1.646875305E0	2.177970886E-1	9.524543610E0	9.668327922E0
4.702815125E0	-2.131866760E0	2.561174011E-1	9.760003967E0	9.993404297E0
4.712778125E0	-1.577719116E0	2.047741699E-1	9.489815826E0	9.622252049E0
4.722742125E0	-2.106120300E0	2.589614868E-1	9.782157898E0	1.000966617E1
4.732706125E0	-1.686542816E0	2.032772827E-1	9.411528625E0	9.563609120E0
4.742669125E0	-2.091750183E0	2.297721863E-1	9.732760620E0	9.957652503E0
4.752633125E0	-1.748364258E0	2.290237427E-1	9.456884308E0	9.619869556E0
4.762596125E0	-1.888472900E0	2.174977112E-1	9.735455017E0	9.919310437E0
4.772560125E0	-1.926493835E0	2.424957275E-1	9.511670380E0	9.707834779E0
4.782524125E0	-1.762285309E0	2.001338196E-1	9.693242798E0	9.854169625E0
4.792487125E0	-2.087558899E0	2.694396973E-1	9.603728943E0	9.831689047E0
4.802451125E0	-1.570534058E0	2.080673218E-1	9.610914001E0	9.740612772E0
4.812415125E0	-2.210303650E0	2.577639771E-1	9.681417389E0	9.933867683E0
4.822378125E0	-1.487606506E0	1.968406677E-1	9.517208862E0	9.634779909E0
4.832342125E0	-2.295476532E0	2.597099304E-1	9.706864471E0	9.977969715E0
4.842305125E0	-1.475182343E0	1.884580994E-1	9.438771973E0	9.555213014E0
4.852269125E0	-2.276166687E0	2.763253784E-1	9.787995758E0	1.005296730E1
4.862233125E0	-1.560205536E0	2.206411743E-1	9.493857422E0	9.623733817E0
4.872196125E0	-2.121987305E0	2.248324585E-1	9.757758636E0	9.988354888E0
4.882160125E0	-1.671274567E0	2.411485291E-1	9.511071625E0	9.659803038E0
4.892123125E0	-1.944606171E0	2.154020691E-1	9.734856262E0	9.929517494E0
4.902087125E0	-1.876497803E0	2.511776733E-1	9.504485321E0	9.691211248E0
4.912051125E0	-1.842967529E0	2.049238586E-1	9.683363342E0	9.859312791E0
4.922014125E0	-2.048190765E0	2.426454163E-1	9.595346375E0	9.814511412E0
4.931978125E0	-1.673220520E0	2.137554932E-1	9.658215637E0	9.804411640E0
4.941941125E0	-2.124981079E0	2.528242493E-1	9.617200928E0	9.852411805E0
4.951905125E0	-1.546284485E0	2.224374390E-1	9.553283844E0	9.680170780E0
4.961869125E0	-2.255509644E0	2.469863892E-1	9.674531708E0	9.937046331E0
4.971832125E0	-1.464853821E0	2.110610962E-1	9.463470612E0	9.578497769E0
4.981796125E0	-2.295476532E0	2.389031982E-1	9.778565369E0	1.004721991E1
4.991759125E0	-1.470691681E0	2.225871277E-1	9.446555786E0	9.562943860E0
5.001723125E0	-2.243983612E0	2.424957275E-1	9.780211945E0	1.003727116E1
5.011687125E0	-1.585053864E0	2.076182556E-1	9.450747070E0	9.584994589E0
5.021650125E0	-2.116897888E0	2.276765442E-1	9.769883423E0	9.999185736E0
5.031614125E0	-1.721569977E0	2.415975952E-1	9.540859680E0	9.697947000E0
5.041578125E0	-1.910028076E0	2.077679443E-1	9.723030853E0	9.911039489E0
5.051541125E0	-1.873054962E0	2.395019531E-1	9.528734894E0	9.714035452E0
5.061505125E0	-1.741328888E0	2.209405518E-1	9.627679138E0	9.786380670E0
5.071468125E0	-2.113305359E0	2.640509033E-1	9.587412872E0	9.821113379E0
5.081432125E0	-1.613644409E0	2.028282166E-1	9.549841003E0	9.687334554E0
5.091396125E0	-2.247875519E0	2.429447937E-1	9.709708557E0	9.969473747E0
5.101359125E0	-1.507964172E0	2.163002014E-1	9.506580963E0	9.627867019E0
5.111323125E0	-2.233355713E0	2.529739380E-1	9.790839844E0	1.004551733E1
5.121286125E0	-1.429976349E0	1.884580994E-1	9.392518158E0	9.502617858E0
5.131250125E0	-2.217638397E0	2.438429260E-1	9.789792023E0	1.004078718E1
5.141214125E0	-1.558558960E0	2.034269714E-1	9.440568237E0	9.570518126E0
5.151177125E0	-2.135010223E0	2.308200073E-1	9.728569336E0	9.962761056E0
5.161141125E0	-1.750459900E0	2.433938599E-1	9.501790924E0	9.664749412E0
5.171104125E0	-1.945204926E0	2.276765442E-1	9.709409180E0	9.904962667E0
5.181068125E0	-1.863624573E0	2.342628479E-1	9.504036255E0	9.687862549E0
5.191032125E0	-1.793420563E0	2.034269714E-1	9.687105560E0	9.853819259E0
5.200995125E0	-2.017354889E0	2.627037048E-1	9.558972015E0	9.773058885E0
5.210959125E0	-1.640887756E0	2.176473999E-1	9.643246765E0	9.784277755E0
5.220922125E0	-2.119592285E0	2.324665833E-1	9.564809875E0	9.799607141E0
5.230886125E0	-1.534159698E0	2.246827698E-1	9.548942871E0	9.674008388E0
5.240850125E0	-2.292482758E0	2.398013306E-1	9.687105560E0	9.957559742E0
5.250813125E0	-1.512903900E0	2.314187622E-1	9.469009094E0	9.591901067E0
5.260777125E0	-2.256856842E0	2.598596191E-1	9.789342957E0	1.004948583E1
5.270741125E0	-1.500180359E0	2.044747925E-1	9.454339600E0	9.574804871E0
5.280704125E0	-2.159708862E0	2.478845215E-1	9.780211945E0	1.001889888E1
5.290668125E0	-1.626817017E0	1.971400452E-1	9.405840454E0	9.547524938E0
5.300631125E0	-2.047741699E0	2.209405518E-1	9.734407196E0	9.949911771E0
5.310595125E0	-1.787283325E0	2.433938599E-1	9.490564270E0	9.660457154E0
5.320559125E0	-1.845961304E0	2.001338196E-1	9.686955872E0	9.863302730E0
5.330522125E0	-1.998643799E0	2.658471680E-1	9.539961548E0	9.750698338E0
5.340486125E0	-1.672023010E0	2.231858826E-1	9.664951630E0	9.811053098E0
5.350449125E0	-2.104922791E0	2.447410583E-1	9.536219330E0	9.768831928E0
5.360413125E0	-1.556014252E0	2.198927307E-1	9.572444000E0	9.700578194E0
5.370377125E0	-2.251168671E0	2.627037048E-1	9.700727234E0	9.961971817E0
5.380340125E0	-1.448537750E0	2.148033142E-1	9.493707733E0	9.605981918E0
5.390304125E0	-2.268083496E0	2.387535095E-1	9.720785522E0	9.984732203E0
5.400267125E0	-1.457070007E0	2.113604736E-1	9.457483063E0	9.571400741E0
5.410231125E0	-2.231409760E0	2.436932373E-1	9.741741943E0	9.997005152E0
5.420195417E0	-1.618434448E0	2.296224976E-1	9.396260376E0	9.537387777E0
5.430158417E0	-2.091450806E0	2.291734314E-1	9.706864471E0	9.932265844E0
5.440122417E0	-1.751807098E0	2.445913696E-1	9.504485321E0	9.667672640E0
5.450086417E0	-1.853146362E0	2.231858826E-1	9.761201477E0	9.938059049E0
5.460049417E0	-1.916913757E0	2.329156494E-1	9.396859131E0	9.593214768E0
5.470013417E0	-1.709145813E0	2.058219910E-1	9.696835327E0	9.848459649E0
5.479976417E0	-2.122735748E0	2.430944824E-1	9.497000885E0	9.734378655E0
5.489940417E0	-1.552721100E0	2.083666992E-1	9.635612640E0	9.762140669E0
5.499904417E0	-2.269580383E0	2.450404358E-1	9.573791199E0	9.842180543E0
5.509867417E0	-1.426683197E0	2.392025757E-1	9.601782990E0	9.710143119E0
5.519831417E0	-2.340682526E0	2.420466614E-1	9.698332214E0	9.979730909E0
5.529794417E0	-1.384770355E0	2.067201233E-1	9.405690765E0	9.509329152E0
5.539758417E0	-2.364483032E0	2.492317200E-1	9.788893890E0	1.007349691E1
5.549722417E0	-1.437909851E0	2.116598511E-1	9.446106720E0	9.557265132E0
5.559685417E0	-2.230661316E0	2.195933533E-1	9.748328247E0	1.000269837E1
5.569649417E0	-1.590742035E0	2.362088013E-1	9.429042206E0	9.565202127E0
5.579613417E0	-2.026036835E0	2.097138977E-1	9.709858246E0	9.921197122E0
5.589576417E0	-1.783541107E0	2.435435486E-1	9.436077576E0	9.606242364E0
5.599540417E0	-1.840123444E0	2.191442871E-1	9.681118011E0	9.856882086E0
5.609503417E0	-1.994452515E0	2.430944824E-1	9.550439758E0	9.759499748E0
5.619467417E0	-1.674567719E0	2.131567383E-1	9.660311279E0	9.806692962E0
5.629431417E0	-2.149080963E0	2.505789185E-1	9.523645477E0	9.766327967E0
5.639394417E0	-1.532513123E0	2.233355713E-1	9.578281860E0	9.702677911E0
5.649358417E0	-2.294728088E0	2.451901245E-1	9.604028320E0	9.877411360E0
5.659321417E0	-1.439706116E0	2.371069336E-1	9.545050964E0	9.655929334E0
5.669285417E0	-2.349813538E0	2.234852600E-1	9.713450775E0	9.996134017E0
5.679249417E0	-1.395697632E0	2.429447937E-1	9.483828278E0	9.589055889E0
5.689212417E0	-2.286046143E0	2.389031982E-1	9.709409180E0	9.977760687E0
5.699176417E0	-1.525477753E0	2.008822632E-1	9.364975433E0	9.490532173E0
5.709140417E0	-2.179318085E0	2.445913696E-1	9.740245056E0	9.984068610E0
5.719103417E0	-1.662143555E0	2.302212524E-1	9.431287537E0	9.579400170E0
5.729067417E0	-1.962568817E0	2.360591125E-1	9.744436340E0	9.942909024E0
5.739030417E0	-1.814826050E0	2.339634705E-1	9.484726410E0	9.659625643E0
5.748994417E0	-1.805695038E0	2.131567383E-1	9.702224121E0	9.871125734E0
5.758958417E0	-2.069895630E0	2.312690735E-1	9.458530884E0	9.685130860E0
5.768921417E0	-1.625170441E0	2.290237427E-1	9.609267426E0	9.748417887E0
5.778885417E0	-2.211650848E0	2.221380615E-1	9.595645752E0	9.849729041E0
5.788848417E0	-1.520987091E0	2.333647156E-1	9.546697540E0	9.669916998E0
5.798812417E0	-2.270777893E0	2.450404358E-1	9.704020386E0	9.969176932E0
5.808776417E0	-1.437909851E0	2.269281006E-1	9.430239716E0	9.541933881E0
5.818739417E0	-2.259401550E0	2.348616028E-1	9.789492645E0	1.004958813E1
5.828703417E0	-1.491199036E0	2.344125366E-1	9.383387146E0	9.504029573E0
5.838666417E0	-2.237097931E0	2.369572449E-1	9.782008209E0	1.003735227E1
5.848630417E0	-1.597178650E0	2.116598511E-1	9.400601349E0	9.537666657E0
5.858594417E0	-2.046095123E0	2.423460388E-1	9.689799957E0	9.906435286E0
5.868557417E0	-1.742227020E0	2.194436646E-1	9.414971466E0	9.577327300E0
5.878521417E0	-1.895059204E0	2.085163879E-1	9.650132446E0	9.836655158E0
5.888485417E0	-1.964814148E0	2.456391907E-1	9.557624817E0	9.760585299E0
5.898448417E0	-1.724414063E0	2.103126526E-1	9.657616882E0	9.812614286E0
5.908412417E0	-2.071841583E0	2.315684509E-1	9.545200653E0	9.770210182E0
5.918375417E0	-1.587448883E0	2.475851440E-1	9.621541901E0	9.754760935E0
5.928339417E0	-2.220183105E0	2.133064270E-1	9.587412872E0	9.843434271E0
5.938303417E0	-1.540296936E0	2.534230042E-1	9.495953064E0	9.623401813E0
5.948266417E0	-2.280507660E0	2.142045593E-1	9.679172058E0	9.946505442E0
5.958230417E0	-1.491797791E0	2.059716797E-1	9.496102753E0	9.614772617E0
5.968193417E0	-2.186652832E0	2.350112915E-1	9.745334473E0	9.990406643E0
5.978157417E0	-1.535656586E0	2.176473999E-1	9.372459869E0	9.499927134E0
5.988121417E0	-2.139650574E0	2.161505127E-1	9.775870972E0	1.000961932E1
5.998084417E0	-1.683698730E0	2.233355713E-1	9.393266602E0	9.545584196E0
6.008048417E0	-1.983375549E0	2.359094238E-1	9.759854279E0	9.962137691E0
6.018011417E0	-1.827848969E0	2.122586060E-1	9.440717926E0	9.618380348E0
6.027975417E0	-1.799557800E0	2.390528870E-1	9.666149139E0	9.835140759E0
6.037939417E0	-2.019151154E0	1.960922241E-1	9.482630768E0	9.697201133E0
6.047902417E0	-1.701960754E0	2.043251038E-1	9.593999176E0	9.745934504E0
6.057866417E0	-2.149080963E0	2.371069336E-1	9.650731201E0	9.889963670E0
6.067830417E0	-1.534459076E0	2.097138977E-1	9.570348358E0	9.694849781E0
6.077793417E0	-2.196382599E0	2.191442871E-1	9.756860504E0	1.000342180E1
6.087757417E0	-1.480571136E0	1.857637024E-1	9.444909210E0	9.562055691E0
6.097720417E0	-2.236648865E0	2.324665833E-1	9.717043304E0	9.973844266E0
6.107684417E0	-1.566791840E0	1.907034302E-1	9.368118896E0	9.500150321E0
6.117648417E0	-2.159858551E0	2.092648315E-1	9.691895599E0	9.931848823E0
6.127611417E0	-1.661993866E0	2.104623413E-1	9.465117188E0	9.612229782E0
6.137575417E0	-1.999691620E0	2.386038208E-1	9.748627625E0	9.954468289E0
6.147539417E0	-1.745819550E0	2.116598511E-1	9.441166992E0	9.603557672E0
6.157502417E0	-1.871109009E0	2.389031982E-1	9.714348907E0	9.895791952E0
6.167466417E0	-1.900747375E0	1.877096558E-1	9.458381195E0	9.649303101E0
6.177429417E0	-1.776056671E0	2.180964661E-1	9.671388245E0	9.835532215E0
6.187393417E0	-2.078128510E0	1.868115234E-1	9.525741119E0	9.751577335E0
