"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.076865625E0,1.611790933E-2,3.518203877E-2,5.794649184E-2,6.968040449E-2
9.086829625E0,8.061994761E-3,3.664603539E-2,8.846837282E-3,3.855118933E-2
9.096792625E0,1.655951573E-2,5.615076623E-3,-4.713674426E-2,5.027543442E-2
9.106756625E0,2.322364222E-2,-2.820109368E-2,3.923306286E-2,5.360851112E-2
9.116720625E0,2.169413852E-2,-2.151979556E-2,-3.710935414E-2,4.807121188E-2
9.126683625E0,1.071391263E-2,5.350549500E-3,-2.183993518E-2,2.490781148E-2
9.136647625E0,-6.009425637E-3,1.815291854E-2,-5.225656629E-3,1.982294466E-2
9.146611625E0,3.063077624E-3,1.332080236E-2,1.468118906E-2,2.005900128E-2
9.156574625E0,9.964075740E-3,4.292043583E-3,8.543951511E-3,1.380954564E-2
9.166538625E0,1.991980093E-2,6.066975030E-3,-5.227410793E-3,2.146933810E-2
9.176502625E0,8.231627969E-3,1.181623612E-2,2.920041025E-2,3.255836442E-2
9.186465625E0,1.912921169E-3,2.214450660E-2,-2.124527335E-2,3.074735890E-2
9.196429625E0,-6.990638673E-3,2.215563001E-2,1.208619475E-3,2.326374285E-2
9.206392625E0,1.334564846E-2,-2.843519244E-3,1.018877327E-2,1.702947549E-2
9.216356625E0,1.876290190E-2,-1.126054049E-2,-1.690430045E-2,2.765143095E-2
9.226320625E0,1.535958485E-2,7.657742025E-3,1.108632088E-2,2.043194485E-2
9.236283625E0,8.195786364E-3,2.656733595E-2,3.601300120E-3,2.803504264E-2
9.246247625E0,1.725556280E-2,4.308171391E-2,2.620429695E-2,5.329590697E-2
9.256211625E0,2.392136123E-2,2.463281206E-2,7.193829417E-3,3.508216263E-2
9.266174625E0,1.863990937E-2,3.163060443E-3,-3.134692311E-3,1.916448457E-2
9.276138625E0,2.656766485E-2,-9.460310703E-3,-1.750597894E-2,3.319333658E-2
9.286101625E0,1.331861422E-2,7.909546886E-3,8.838066459E-3,1.783417605E-2
9.296065625E0,7.761804191E-3,2.869391346E-2,-2.124936640E-2,3.653931919E-2
9.306029625E0,9.417648870E-3,1.837655169E-2,-1.939521432E-3,2.074009416E-2
9.315992625E0,6.911139381E-3,-1.664673060E-2,6.078005254E-2,6.339631120E-2
9.325956625E0,2.681039739E-4,-5.426773438E-3,-2.693695307E-2,2.747946852E-2
9.335920625E0,7.494376302E-3,1.807767218E-3,-4.519839227E-2,4.585115443E-2
9.345883625E0,1.463825314E-2,2.279082036E-2,4.446456671E-2,5.206532090E-2
9.355847625E0,-2.176626027E-4,3.038059307E-2,3.368697882E-2,4.536342529E-2
9.365811625E0,-4.633383933E-3,2.601398835E-2,-1.316442132E-2,2.952114200E-2
9.375774625E0,-1.109833508E-3,-3.739193911E-3,-5.657298088E-2,5.670727879E-2
9.385738625E0,1.041227396E-2,-2.280848534E-2,-5.687294304E-2,6.215443752E-2
9.395701625E0,1.043849506E-2,8.277464658E-5,-1.795387566E-2,2.076802066E-2
9.405665625E0,9.673852846E-3,2.632930859E-2,-6.630450189E-2,7.199376981E-2
9.415629625E0,2.275208255E-2,3.068806982E-2,-3.262453973E-2,5.023719222E-2
9.425592625E0,2.268148656E-2,2.426902388E-2,3.024530768E-2,4.492453661E-2
9.435556625E0,3.011675573E-2,1.275761956E-2,-7.483675897E-2,8.167200454E-2
9.445520625E0,2.038282275E-2,-1.191361053E-3,-6.241317987E-2,6.566798174E-2
9.455483625E0,1.579368579E-2,2.777651274E-3,2.994476080E-2,3.396828752E-2
9.465447625E0,1.512638601E-2,1.539451282E-2,-7.094543695E-2,7.415560399E-2
9.475410625E0,-9.939718433E-4,1.005735253E-2,-6.884862542E-2,6.958643217E-2
9.485374625E0,-3.637470631E-3,6.907037194E-3,8.091961741E-3,1.124358485E-2
9.495338625E0,-4.950362407E-3,8.690022267E-3,-8.381574333E-2,8.441031575E-2
9.505301625E0,-7.493033269E-3,1.941639220E-2,-6.794873893E-2,7.106456892E-2
9.515265625E0,9.777576970E-3,5.285805291E-3,-2.982664704E-3,1.150812920E-2
9.525229625E0,1.601834221E-2,1.884916660E-2,-1.106468618E-2,2.709807464E-2
9.535192625E0,2.101781666E-3,3.942759699E-2,2.770410776E-2,4.823349953E-2
9.545156625E0,9.761611330E-3,3.529632443E-2,-7.079223990E-2,7.970358088E-2
9.555120625E0,1.210630369E-2,-2.265515582E-2,-5.447616935E-2,6.022849576E-2
9.565087500E0,2.564867442E-3,-3.835981318E-2,3.189188361E-2,4.995143694E-2
9.575051500E0,2.514654477E-3,4.563578228E-3,-1.005814648E-1,1.007163382E-1
9.585014500E0,1.489227811E-2,4.347407122E-2,-1.306688976E-1,1.385140268E-1
9.594978500E0,2.402155418E-2,4.717302897E-2,8.248725593E-2,9.801263755E-2
9.604942500E0,4.079210871E-2,1.448300499E-2,-1.959986687E-2,4.751745309E-2
9.614905500E0,2.877042063E-2,1.006726539E-2,-1.243819714E-1,1.280623353E-1
9.624869500E0,1.500828139E-2,-3.225653060E-4,2.545468390E-2,2.955153957E-2
9.634833500E0,9.939197665E-3,5.363956983E-3,-3.157554924E-2,3.353468346E-2
9.644796500E0,2.244006051E-3,2.824612638E-2,-8.396601677E-2,8.861811999E-2
9.654760500E0,7.252086871E-3,1.822111169E-2,3.093177080E-4,1.961370318E-2
9.664724500E0,5.017180550E-3,-8.113569031E-3,-1.091733634E-2,1.449794247E-2
9.674687500E0,7.218963308E-3,-9.976766026E-4,-4.998492301E-2,5.051337761E-2
9.684651500E0,1.385145089E-2,1.549942466E-2,-3.771161735E-2,4.306113027E-2
9.694614500E0,1.173016327E-2,2.795141757E-2,-3.397056878E-2,4.552887016E-2
9.704578500E0,2.598319910E-3,4.095204377E-2,-8.373797536E-3,4.188008644E-2
9.714542500E0,6.870359620E-3,3.825454960E-2,-2.304270744E-2,4.518383309E-2
9.724505500E0,1.671632160E-2,1.205261895E-3,-1.019292480E-1,1.032979170E-1
9.734469500E0,5.331847547E-3,-3.333316745E-2,-3.007983148E-2,4.521421140E-2
9.744433500E0,-1.867025094E-3,-7.717908961E-3,5.993980765E-3,9.948854549E-3
9.754396500E0,1.004965979E-2,3.509536293E-2,-8.935714960E-2,9.652657844E-2
9.764360500E0,3.029243716E-2,3.571182848E-2,-4.085683465E-2,6.214698207E-2
9.774323500E0,2.465872253E-2,4.939220720E-3,2.979741096E-2,3.899146315E-2
9.784287500E0,1.810450999E-2,-1.079512040E-2,-4.774193108E-2,5.218812020E-2
9.794251500E0,1.682052995E-2,-4.854477206E-3,-4.414881706E-2,4.749330716E-2
9.804214500E0,1.076953426E-2,2.750107233E-2,-1.480924308E-2,3.303945412E-2
9.814178500E0,1.042041438E-2,2.391543636E-2,-5.432648063E-2,6.026524396E-2
9.824142500E0,1.883238327E-2,8.188769706E-3,-3.831095695E-2,4.346773552E-2
9.834105500E0,3.453781265E-3,-7.105499916E-3,-5.977608562E-3,9.906994408E-3
9.844069500E0,7.729562279E-4,-8.579272348E-3,-2.319181144E-2,2.473987658E-2
9.854033500E0,-1.151673990E-2,7.138317414E-3,-4.908912957E-2,5.092478292E-2
9.863996500E0,-6.646685349E-3,2.440245460E-2,-4.295130730E-2,4.984448831E-2
9.873960500E0,2.972281328E-3,1.592869252E-2,-2.214574456E-2,2.744069430E-2
9.883923500E0,1.175243294E-2,1.313742363E-2,-2.454251826E-2,3.021666398E-2
9.893887500E0,1.430770730E-2,1.059041760E-2,-9.399808466E-2,9.566873760E-2
9.903851500E0,6.405181638E-3,3.647196195E-3,-3.726664424E-2,3.798856624E-2
9.913814500E0,7.816306637E-3,6.181151052E-3,9.586510062E-3,1.382759751E-2
9.923778500E0,1.381102744E-2,2.301268108E-2,-4.729637325E-2,5.438083203E-2
9.933742500E0,2.270413538E-2,1.662380312E-2,-6.600629389E-2,7.175415965E-2
9.943705500E0,3.204629579E-2,-1.114821457E-2,1.567053795E-4,3.393040404E-2
9.953669500E0,2.419343948E-2,-8.988719056E-3,-1.436251581E-2,2.953644265E-2
9.963633500E0,1.179065455E-2,1.200248821E-2,-7.528524041E-2,7.714237928E-2
9.973596500E0,1.524303796E-2,2.986881552E-2,1.805035472E-3,3.358205622E-2
9.983560500E0,1.784202939E-2,8.311689142E-3,-7.326561213E-3,2.100239720E-2
9.993523500E0,6.765191965E-3,-1.477509169E-3,-8.486356437E-2,8.514561300E-2
1.000348750E1,-7.992179920E-3,1.317046040E-2,-6.585485101E-2,6.763281281E-2
1.001345150E1,-1.400926632E-2,1.756361513E-2,-3.381971061E-2,4.060188352E-2
1.002341450E1,-2.263434338E-3,2.405762876E-2,-1.391228020E-2,2.788268597E-2
1.003337850E1,1.037232103E-2,2.191811428E-2,-5.537488639E-2,6.045135913E-2
1.004334250E1,7.024497706E-3,1.893982586E-2,-4.459788322E-2,4.895949101E-2
1.005330550E1,8.126291293E-3,6.820393335E-3,1.797083259E-2,2.086876133E-2
1.006326950E1,1.007286593E-2,1.604883910E-2,1.153480232E-2,2.218286566E-2
1.007323250E1,2.056844900E-3,1.688241907E-2,-1.360571069E-1,1.371159473E-1
1.008319650E1,7.513991883E-3,-7.801208943E-3,-1.271418571E-2,1.670237867E-2
1.009316050E1,1.671039673E-2,-2.148406816E-2,2.440803230E-2,3.655891935E-2
1.010312350E1,2.555880088E-2,9.690170232E-3,-1.278253967E-1,1.307152773E-1
1.011308750E1,2.268909251E-2,1.990042289E-2,-7.259084344E-2,7.861458072E-2
1.012305150E1,2.043862711E-2,1.708867047E-2,5.254775763E-2,5.891542216E-2
1.013301450E1,1.615736890E-2,1.115726405E-3,-5.507609367E-2,5.740802653E-2
1.014297850E1,8.400767818E-3,1.217425930E-2,-8.186862051E-2,8.319408942E-2
1.015294150E1,8.847248415E-4,2.947179414E-4,2.710476816E-2,2.712080481E-2
1.016290550E1,6.344215279E-3,-6.594293383E-3,-4.489609122E-2,4.581913116E-2
1.017286950E1,2.287682011E-3,-2.252553036E-3,-6.794640005E-2,6.802220787E-2
1.018283250E1,-1.967524113E-3,-9.651112659E-3,-3.037394643E-2,3.193104678E-2
1.019279650E1,4.780290658E-3,2.911543376E-3,-4.638947010E-2,4.672591572E-2
1.020276050E1,2.128907265E-3,1.958354034E-2,-4.504344106E-2,4.916257602E-2
1.021272350E1,1.533994643E-2,3.432434816E-2,-3.651118398E-2,5.240745547E-2
1.022268750E1,2.645267570E-2,2.921136464E-2,-4.669060171E-2,6.109877383E-2
1.023265150E1,1.503528365E-2,1.334109860E-2,2.680597544E-2,3.350529787E-2
1.024261450E1,9.289658801E-3,-4.965090081E-3,-4.699173331E-2,4.815779148E-2
1.025257850E1,1.966967714E-2,3.394829454E-3,-9.339465201E-2,9.550383285E-2
1.026254150E1,1.194246745E-2,-1.032366123E-2,2.156570077E-2,2.672601653E-2
1.027250550E1,3.093885141E-3,3.073808178E-3,-1.301180899E-2,1.372325017E-2
1.028246950E1,6.681901119E-3,9.261752050E-3,-1.279721618E-1,1.284807458E-1
1.029243250E1,2.151292508E-2,1.164526444E-2,7.347026467E-3,2.554206192E-2
1.030239650E1,1.423153361E-2,1.552700251E-2,-6.426090002E-3,2.202087620E-2
1.031236050E1,1.660498696E-2,2.049810883E-2,-6.256052971E-2,6.789490360E-2
1.032232350E1,1.461149299E-2,1.628109690E-2,-2.274333000E-2,3.155675685E-2
1.033228750E1,-1.030941778E-3,9.867847930E-3,-2.663406730E-2,2.842201267E-2
1.034225150E1,-8.174731820E-3,5.419811597E-3,-5.746760488E-2,5.829859525E-2
1.035221450E1,-1.076612643E-2,-9.167675832E-3,-3.725962758E-2,3.985267376E-2
1.036217850E1,-1.847263332E-4,-7.834729934E-3,-4.609009266E-2,4.675161771E-2
1.037214150E1,-2.351425798E-3,-6.797132380E-3,-5.312253892E-2,5.360722296E-2
1.038210550E1,-2.942017419E-4,1.261927810E-2,-4.488965929E-2,4.663061489E-2
1.039206950E1,1.364556037E-2,1.183586540E-2,-4.967911363E-2,5.286117061E-2
1.040203250E1,1.674679108E-2,3.138055374E-2,9.156739712E-4,3.558135218E-2
1.041199650E1,2.531704136E-2,2.514784212E-2,1.379007339E-2,3.825614553E-2
1.042196050E1,2.440702731E-2,1.150998820E-2,-6.015615463E-2,6.593137152E-2
1.043192350E1,1.063600761E-2,-5.134129431E-4,-7.377724349E-2,7.454173266E-2
1.044188750E1,1.726041416E-2,-1.598363807E-2,4.809919596E-3,2.401112054E-2
1.045185150E1,2.097146377E-2,-1.063790339E-2,-3.530782700E-2,4.242180959E-2
1.046181450E1,8.337489981E-3,5.529670729E-3,-6.898837388E-2,6.971001885E-2
1.047177850E1,-4.484448954E-4,1.698703855E-2,-1.076063097E-2,2.011347211E-2
1.048174150E1,1.181126141E-2,6.979524395E-3,-1.734693468E-2,2.211641471E-2
1.049170550E1,3.917086311E-3,1.784923791E-2,-7.647397935E-2,7.862702066E-2
1.050166950E1,2.943026978E-3,1.236327055E-2,-1.105942369E-2,1.684703887E-2
1.051163250E1,9.955085646E-3,8.255391419E-3,-3.426000595E-2,3.661971089E-2
1.052159650E1,4.564711126E-4,4.330301732E-3,-6.389720321E-2,6.404539372E-2
1.053156050E1,8.471245039E-3,5.443392321E-3,-1.958934188E-2,2.202577644E-2
1.054152350E1,8.898813548E-3,5.383202545E-3,-5.701152205E-2,5.795240633E-2
1.055148750E1,6.442644931E-3,7.560331067E-3,-2.527751327E-2,2.715914131E-2
1.056145200E1,-2.654635906E-3,4.505891791E-3,-3.994583845E-2,4.028672439E-2
1.057141600E1,-7.154438370E-3,-4.155981615E-3,-4.114393294E-2,4.196762311E-2
1.058138000E1,1.617272241E-2,1.991113517E-2,6.019416153E-2,6.543200545E-2
1.059134300E1,2.108286694E-2,4.624480176E-2,-5.782896280E-4,5.082719142E-2
1.060130700E1,2.210204576E-2,2.733755129E-2,-1.215250218E-1,1.265076008E-1
1.061127100E1,2.140776656E-2,-2.763348436E-2,1.394327044E-2,3.763398355E-2
1.062123400E1,1.285793586E-2,-2.370461682E-2,2.232525408E-2,3.500931795E-2
1.063119800E1,6.801819289E-3,1.787248059E-2,-1.852918321E-1,1.862760139E-1
1.064116200E1,4.552696925E-3,2.851062609E-2,-2.228198469E-2,3.647012053E-2
1.065112500E1,9.027776630E-3,5.346616334E-3,9.447580218E-2,9.505663709E-2
1.066108900E1,1.472739577E-2,7.841097917E-3,-1.261659569E-1,1.272644006E-1
1.067105200E1,1.755011628E-2,8.857261771E-3,-8.095937848E-2,8.331193571E-2
1.068101600E1,1.475948236E-2,-2.597931619E-3,4.627603412E-2,4.864219261E-2
1.069098000E1,1.252784226E-2,-3.666724982E-3,-3.560428083E-2,3.792171564E-2
1.070094300E1,3.740144083E-3,2.464037689E-2,-5.745941877E-2,6.263163463E-2
1.071090700E1,-1.727823903E-2,2.124274717E-2,-8.811753988E-3,2.876523700E-2
1.072087100E1,-2.066899370E-3,8.648657785E-3,-5.910599470E-2,5.977114659E-2
1.073083400E1,9.639938995E-3,2.279537022E-3,-4.892657697E-2,4.991928132E-2
1.074079800E1,1.350064536E-2,-6.500696819E-3,-4.668124616E-2,4.902718865E-2
1.075076200E1,1.156351763E-2,-2.310874444E-3,-3.380860090E-2,3.580609691E-2
1.076072500E1,1.279344290E-2,2.730953034E-2,1.663649797E-2,3.444206285E-2
1.077068900E1,1.848248223E-2,4.063867869E-2,-5.835696638E-2,7.347543725E-2
1.078065200E1,1.788488765E-2,5.447919345E-3,-8.021268904E-2,8.236276170E-2
1.079061600E1,1.301680197E-2,-2.298729137E-2,2.486820817E-2,3.628057987E-2
1.080058000E1,5.252494435E-3,-6.088970611E-3,-4.817871809E-2,4.884519565E-2
1.081054300E1,1.230425022E-2,2.152786746E-2,-8.230716169E-2,8.596111049E-2
1.082050700E1,2.755713251E-2,1.790210953E-2,3.609661639E-2,4.881441173E-2
1.083047100E1,1.596288046E-2,-1.636699615E-3,-3.754906476E-2,4.083411077E-2
1.084043400E1,6.476266421E-3,1.031097095E-3,-7.257739484E-2,7.287306382E-2
1.085039800E1,-1.056180736E-3,6.896242686E-3,-1.494665265E-2,1.649472965E-2
1.086036100E1,4.542541956E-3,6.921422258E-3,-3.515346050E-2,3.611518460E-2
1.087032500E1,-1.126881796E-3,1.250774703E-2,-7.841350079E-2,7.941278678E-2
1.088028900E1,1.270019808E-3,1.208817276E-2,-2.781695902E-2,3.035654921E-2
1.089025200E1,1.652973604E-2,7.719727079E-3,-1.494372904E-2,2.358265035E-2
1.090021600E1,1.923570867E-2,1.796991896E-2,-4.024112284E-2,4.808615646E-2
1.091018000E1,9.612288061E-3,7.980672782E-3,-2.736613870E-2,3.008309770E-2
1.092014300E1,2.034511277E-3,-4.211548436E-3,-5.041937113E-2,5.063585055E-2
1.093010700E1,1.283759851E-2,-2.145517012E-3,-1.135003030E-2,1.726934760E-2
1.094007100E1,2.669660053E-2,1.487100430E-2,9.250295162E-4,3.057304251E-2
1.095003400E1,1.655140271E-2,1.696097733E-2,-8.708959937E-2,9.025642361E-2
1.095999800E1,2.085632388E-2,1.154980408E-3,-4.023586035E-2,4.533480653E-2
1.096996100E1,-4.968077643E-4,-4.894896084E-3,2.727492213E-2,2.771512589E-2
1.097992500E1,3.173279366E-3,1.024699418E-2,-9.008161962E-2,9.071807309E-2
1.098988900E1,1.126751147E-2,6.399128856E-3,-5.265768528E-2,5.422856705E-2
1.099985200E1,2.021629130E-3,9.636969706E-3,2.982138455E-2,3.140498600E-2
1.100981600E1,4.920331473E-3,-4.318260122E-5,-8.274394870E-2,8.289012349E-2
1.101978000E1,3.722483665E-4,-1.685003098E-4,-6.971986055E-2,6.972105792E-2
1.102974300E1,2.931699825E-2,-2.050920026E-3,1.335737944E-2,3.228176334E-2
1.103970700E1,2.341113685E-2,1.044095272E-2,-5.040943086E-2,5.655267935E-2
1.104967100E1,2.199512394E-3,1.193572945E-2,-6.837207735E-2,6.944091339E-2
1.105963400E1,-9.164619748E-3,4.059064016E-3,-3.034821868E-2,3.196061065E-2
1.106959800E1,1.583947223E-2,1.587601276E-3,-2.076638639E-2,2.616585871E-2
1.107956100E1,1.910510106E-2,4.621767160E-3,-3.333848476E-2,3.870168193E-2
1.108952500E1,1.745425849E-2,6.277525043E-3,-5.863470912E-2,6.149867945E-2
1.109948900E1,1.649133171E-2,-2.694049794E-3,-1.452448368E-3,1.677294047E-2
1.110945200E1,7.516846969E-3,2.092638083E-2,3.896292150E-2,4.486118205E-2
1.111941600E1,1.340566465E-2,3.473202243E-2,-9.695326746E-2,1.038554828E-1
1.112938000E1,2.271573845E-2,1.717016604E-3,-5.818388879E-2,6.248454076E-2
1.113934300E1,2.092129649E-2,-4.519862982E-2,4.270572424E-2,6.560789333E-2
1.114930700E1,6.218349393E-3,-7.713290574E-3,-6.626766443E-2,6.700422427E-2
1.115927000E1,-3.604717087E-3,3.204559229E-2,-1.397642416E-1,1.434362478E-1
1.116923400E1,1.526993972E-2,3.401418535E-2,4.061183631E-2,5.513127164E-2
1.117919800E1,2.138833827E-2,8.462300627E-3,2.669253945E-2,3.523582280E-2
1.118916100E1,8.039935227E-3,-1.574180089E-4,-1.140142733E-1,1.142975059E-1
1.119912500E1,1.749295061E-3,-1.116452739E-5,-6.838318706E-3,7.058523966E-3
1.120908900E1,2.205418996E-3,9.136155685E-3,2.130199134E-2,2.328321389E-2
1.121905200E1,4.963865820E-3,1.747603023E-2,-8.377832115E-2,8.572548449E-2
1.122901600E1,7.345729116E-3,7.790080961E-3,-4.186547935E-2,4.321300104E-2
1.123898000E1,5.122325365E-3,-1.468720073E-2,6.472867727E-4,1.556827102E-2
1.124894300E1,1.145415642E-2,-5.563525194E-3,-7.284929037E-2,7.395383438E-2
1.125890700E1,2.261511609E-2,8.826856250E-3,-7.344804525E-2,7.735613886E-2
1.126887000E1,2.507165930E-2,1.685567720E-2,-1.866314292E-2,3.551077101E-2
1.127883400E1,2.020956244E-2,6.285665464E-3,-4.306357384E-2,4.798340751E-2
1.128879800E1,1.130889423E-2,1.411988377E-2,-1.267676353E-2,2.208987415E-2
1.129876100E1,2.320838464E-2,1.212266676E-2,-6.446789145E-2,6.958230519E-2
1.130872500E1,1.256760790E-2,-1.654632295E-2,-3.932135582E-2,4.447352690E-2
1.131868900E1,3.459240189E-3,-1.206371952E-2,3.178195596E-2,3.417005115E-2
1.132865200E1,-3.326618029E-3,8.450651877E-3,-9.695034385E-2,9.737478666E-2
1.133861600E1,7.639432931E-3,1.757022522E-2,-6.416792929E-2,6.696713298E-2
1.134858000E1,1.539556350E-2,1.507754805E-2,7.623833656E-2,7.922524719E-2
1.135854300E1,1.263630811E-2,4.372639228E-3,-4.052003503E-2,4.266930390E-2
1.136850700E1,2.910104413E-3,1.522834226E-2,-8.707381189E-2,8.844331423E-2
1.137847000E1,1.212840434E-3,2.683159355E-3,6.329610944E-3,6.980995684E-3
1.138843400E1,6.868203459E-3,7.639021799E-3,-1.941977262E-2,2.196939784E-2
1.139839800E1,1.223624893E-2,1.762949224E-2,-7.884677947E-2,8.171498893E-2
1.140836100E1,5.544229383E-3,4.257001402E-3,-5.983806610E-2,6.024495576E-2
1.141832500E1,3.160922555E-3,-7.832939224E-3,2.133064270E-3,8.711850060E-3
1.142828900E1,1.745798152E-2,-1.072277938E-2,-3.319581270E-2,3.900924374E-2
1.143825200E1,2.422365314E-2,1.535215706E-2,-7.211429536E-2,7.760763940E-2
1.144821600E1,2.814039228E-2,6.740377843E-3,6.474037170E-3,2.965177108E-2
1.145818000E1,2.596509101E-2,-1.896416489E-3,-3.253390789E-3,2.623674710E-2
1.146814300E1,1.710139273E-2,1.221180025E-2,-8.333744109E-2,8.594599924E-2
1.147810700E1,6.560649052E-3,3.234871561E-3,-5.968603849E-2,6.013260098E-2
1.148807000E1,4.533008253E-3,-8.082871148E-3,1.635583162E-2,1.879878182E-2
1.149803400E1,-2.173738964E-3,1.031883728E-2,-1.523024261E-2,1.852468175E-2
1.150799800E1,-7.412282308E-3,1.251086706E-2,-8.902502775E-2,9.020487398E-2
1.151796100E1,3.770083655E-5,1.016936783E-2,-1.313226163E-2,1.660944788E-2
1.152792500E1,6.033303291E-3,1.185623473E-3,2.638614535E-2,2.709308248E-2
1.153788900E1,2.765696459E-3,1.120983417E-2,-8.273634732E-2,8.353809087E-2
1.154785200E1,1.227700585E-3,-2.773297839E-3,-6.402759612E-2,6.409938763E-2
1.155781600E1,1.153655648E-2,-3.121755347E-3,2.458754182E-2,2.733833763E-2
1.156777375E1,1.866854246E-2,1.173605617E-2,-9.336775482E-2,9.593637022E-2
1.157773775E1,2.433926356E-2,7.212266419E-3,-9.546339691E-2,9.878095306E-2
1.158770175E1,1.860410431E-2,-4.694217816E-4,4.674030304E-2,5.030893541E-2
1.159766475E1,1.492685434E-2,2.370291291E-2,-4.082759857E-2,4.951294645E-2
1.160762875E1,1.834456103E-2,2.208810381E-2,-6.403051972E-2,7.017346155E-2
1.161759275E1,1.769978216E-2,-4.775731657E-3,1.305800200E-2,2.250780570E-2
1.162755575E1,1.907975703E-2,-1.388723767E-2,-1.312115192E-3,2.363501946E-2
1.163751975E1,8.668268798E-3,1.391058085E-2,-3.798292816E-2,4.136841760E-2
1.164748375E1,4.256233955E-3,1.586981837E-2,-8.109269500E-2,8.274050909E-2
1.165744675E1,1.137867252E-2,-1.327007320E-2,-4.082584441E-2,4.441079376E-2
1.166741075E1,1.725252955E-2,-2.219936536E-2,1.201427400E-2,3.057457077E-2
1.167737375E1,1.522258641E-3,1.263455395E-3,-3.947747648E-2,3.952701279E-2
1.168733775E1,-2.952505862E-3,2.488083450E-2,-7.405498624E-2,7.817873242E-2
1.169730175E1,7.652538917E-3,2.150184735E-2,-6.992685199E-3,2.387024167E-2
1.170726475E1,-1.372213606E-3,8.597188583E-3,-3.049264491E-2,3.171113393E-2
1.171722875E1,-1.258900962E-3,-1.099796397E-2,-8.123653650E-2,8.198728503E-2
1.172719275E1,1.485729075E-2,-1.082336063E-2,5.134440064E-3,1.908524819E-2
1.173715575E1,1.139446001E-2,8.030237071E-4,-3.049030602E-2,3.255975011E-2
1.174711975E1,2.533297045E-3,1.666752476E-2,-5.129762292E-2,5.399694522E-2
1.175708375E1,6.678182655E-3,8.571808012E-3,-1.656983972E-2,1.981498434E-2
1.176704675E1,9.522071918E-3,-3.938629646E-3,-1.791820765E-2,2.066990136E-2
1.177701075E1,1.723960629E-2,-6.042028433E-3,-3.363727748E-2,3.827762492E-2
1.178697375E1,3.430776126E-2,2.109629726E-3,-2.256031215E-2,4.111496935E-2
1.179693775E1,2.080663168E-2,2.056148716E-2,-3.857758999E-2,4.841405917E-2
1.180690175E1,1.125466587E-2,2.479226746E-2,-1.822109342E-2,3.276175018E-2
1.181686475E1,8.618709077E-3,9.118184634E-3,-5.803887784E-2,5.937958217E-2
1.182682875E1,1.288566902E-2,-1.110961838E-2,-8.887533903E-2,9.048917048E-2
1.183679275E1,2.015710195E-2,-1.899420496E-2,-3.103702068E-3,2.786972457E-2
1.184675575E1,-1.760870721E-3,4.405109547E-3,1.685752273E-3,5.034621787E-3
1.185671975E1,5.917427922E-4,1.181657416E-2,-1.039933151E-1,1.046641828E-1
1.186668375E1,1.266720242E-2,1.674902947E-2,-1.537700772E-2,2.602768472E-2
1.187664675E1,2.248848276E-2,-4.553893777E-3,3.626560092E-2,4.291460842E-2
1.188661075E1,1.653478840E-2,-4.328136435E-3,-7.899354458E-2,8.082148277E-2
1.189657375E1,9.569900315E-3,-1.867911313E-3,-4.067440152E-2,4.182677401E-2
1.190653775E1,8.513952554E-3,-4.831344159E-3,9.396475554E-4,9.834236727E-3
1.191650175E1,7.702253954E-3,6.350907600E-3,-5.923404872E-2,6.006938714E-2
1.192646475E1,4.754846133E-3,1.765518344E-2,-6.327681363E-2,6.586553884E-2
1.193642875E1,1.373342393E-2,7.933027111E-4,-1.058638394E-2,1.735821957E-2
1.194639275E1,1.420004087E-2,-3.391878437E-3,-2.091665983E-2,2.550789404E-2
1.195635575E1,1.259864382E-2,8.589322250E-3,-5.040650725E-2,5.266230394E-2
1.196631975E1,8.827399858E-3,1.520943018E-2,-6.747102141E-2,6.972509222E-2
